,DATUM,EMITTENT,TYP,ART DER RECHTE,GESAMTZAHL DER RECHTE,WERT,DETAILS
1061,02.03.2020,VZ Holding AG,Veräusserung,Namenaktien,1296,162324.00,
1062,02.03.2020,VZ Holding AG,Veräusserung,Namenaktien,1132,144613.00,
1063,02.03.2020,Zehnder Group AG,Erwerb,Namenaktien,4926,149996.70,
1064,02.03.2020,Zehnder Group AG,Erwerb,Namenaktien,3515,107031.75,
1065,02.03.2020,Zehnder Group AG,Erwerb,Namenaktien,3070,93481.50,
1066,02.03.2020,Zehnder Group AG,Erwerb,Namenaktien,1450,44152.50,
1067,28.02.2020,BB Biotech AG,Veräusserung,Namenaktien,29084,1725156.83,
1068,28.02.2020,BB Biotech AG,Veräusserung,Namenaktien,21000,1245643.42,
1069,28.02.2020,Bell Food Group AG,Erwerb,Namenaktien,108,22518.00,
1070,28.02.2020,EFG International,Erwerb,Namenaktien,182980,1018088.00,
1071,28.02.2020,LafargeHolcim Ltd,Erwerb,Namenaktien,2500,111505.00,
1072,28.02.2020,Novartis AG,Erwerb,Namenaktien,1,180000.00,
1073,28.02.2020,Novartis AG,Erwerb,Namenaktien,1,160000.00,
1074,28.02.2020,Novartis AG,Erwerb,Namenaktien,1,112500.00,
1075,28.02.2020,Novartis AG,Erwerb,Namenaktien,1,92000.00,
1076,28.02.2020,PIERER Mobility AG,Erwerb,Inhaberaktien,9000,439435.13,
1077,28.02.2020,Swiss Prime Site AG,Veräusserung,Namenaktien,300,35589.00,
1080,28.02.2020,nebag ag,Erwerb,Namenaktien,7691,73729.00,
1081,27.02.2020,Alcon Inc.,Veräusserung,Namenaktien,1500,91665.00,
1082,27.02.2020,Alpine Select AG,Erwerb,Namenaktien,6350,89535.00,
1083,27.02.2020,EFG International,Erwerb,Namenaktien,17020,95979.00,
1084,27.02.2020,Kühne + Nagel International AG,Erwerb,Namenaktien,57500,8116257.25,
1085,27.02.2020,PSP Swiss Property AG,Veräusserung,Namenaktien,750000,113541750.00,
1086,27.02.2020,Schindler Holding AG,Erwerb,Namenaktien,53,11119.40,
1087,27.02.2020,Sonova Holding AG,Erwerb,Namenaktien,200,48000.00,
1088,27.02.2020,Swiss Prime Site AG,Veräusserung,Namenaktien,103,12493.90,
1089,27.02.2020,Swissquote Group Holding Ltd,Erwerb,Namenaktien,993,55210.80,
1090,27.02.2020,nebag ag,Erwerb,Namenaktien,3172,30924.15,
1091,26.02.2020,Implenia AG,Erwerb,Namenaktien,2000,90000.00,
1092,26.02.2020,Mobimo Holding AG,Veräusserung,Namenaktien,500,154000.00,
1093,26.02.2020,PSP Swiss Property AG,Veräusserung,Namenaktien,12391,1868936.20,
1094,26.02.2020,Private Equity Holding AG,Erwerb,Namenaktien,100,5750.00,
1095,26.02.2020,Vifor Pharma AG,Erwerb,Namenaktien,2507,220039.39,
1096,26.02.2020,Vifor Pharma AG,Erwerb,Namenaktien,2051,180016.27,
1097,26.02.2020,Vifor Pharma AG,Erwerb,Namenaktien,1823,160004.71,
1098,26.02.2020,Vifor Pharma AG,Erwerb,Namenaktien,1026,90052.02,
1099,26.02.2020,Vifor Pharma AG,Erwerb,Namenaktien,661,66767.61,
1102,26.02.2020,Vifor Pharma AG,Erwerb,Namenaktien,562,56767.62,
1103,26.02.2020,nebag ag,Erwerb,Namenaktien,170,1674.50,
1104,25.02.2020,AEVIS VICTORIA SA,Erwerb,Namenaktien,200,2710.00,
1105,25.02.2020,Alpine Select AG,Erwerb,Namenaktien,1000,14200.00,
1106,25.02.2020,Credit Suisse Group AG,Erwerb,Namenaktien,11000,138043.17,
1107,25.02.2020,LumX Group Limited,Erwerb,Namenaktien,170000,3400.00,
1108,25.02.2020,Mobimo Holding AG,Veräusserung,Namenaktien,550,172060.00,
1109,24.02.2020,AEVIS VICTORIA SA,Erwerb,Namenaktien,500,7360.00,
1110,24.02.2020,AEVIS VICTORIA SA,Erwerb,Namenaktien,500,6860.00,
1111,24.02.2020,Credit Suisse Group AG,Erwerb,Namenaktien,4000,50669.72,
1112,24.02.2020,Mobimo Holding AG,Veräusserung,Namenaktien,450,140050.00,
1113,24.02.2020,Mobimo Holding AG,Veräusserung,Namenaktien,169,52559.00,
1114,24.02.2020,PIERER Mobility AG,Erwerb,Inhaberaktien,6000,306829.63,
1115,24.02.2020,SGS SA,Erwerb,Namenaktien,15,38400.00,
1116,24.02.2020,Sonova Holding AG,Veräusserung,Namenaktien,21719,2745435.75,
1117,24.02.2020,nebag ag,Veräusserung,Namenaktien,1699,17189.97,
1118,21.02.2020,AEVIS VICTORIA SA,Erwerb,Namenaktien,1000,13920.00,
1119,21.02.2020,Alpine Select AG,Erwerb,Namenaktien,1538,21949.60,
1120,21.02.2020,Credit Suisse Group AG,Veräusserung,Namenaktien,65684,883121.38,
1121,21.02.2020,Credit Suisse Group AG,Erwerb,Namenaktien,104226,1404445.35,
1124,21.02.2020,Molecular Partners Ltd,Veräusserung,Namenaktien,17000,397800.00,
1125,21.02.2020,Molecular Partners Ltd,Veräusserung,Namenaktien,3250,76050.00,
1126,21.02.2020,Molecular Partners Ltd,Veräusserung,Namenaktien,2295,53703.00,
1127,21.02.2020,Molecular Partners Ltd,Erwerb,Namenaktien,50000,115500.00,
1128,21.02.2020,Temenos AG,Veräusserung,Namenaktien,115432,18494595.80,
1129,21.02.2020,nebag ag,Veräusserung,Namenaktien,3750,38250.00,
1130,20.02.2020,AEVIS VICTORIA SA,Erwerb,Namenaktien,4000,56015.00,
1131,20.02.2020,Barry Callebaut AG,Veräusserung,Namenaktien,350,779100.00,
1132,20.02.2020,Barry Callebaut AG,Veräusserung,Namenaktien,107,239680.00,
1133,20.02.2020,Credit Suisse Group AG,Erwerb,Namenaktien,50000,681450.00,
1134,20.02.2020,SGS SA,Erwerb,Namenaktien,40,105920.00,
1135,20.02.2020,Straumann Holding AG,Veräusserung,Namenaktien,776,807040.00,
1136,20.02.2020,Temenos AG,Veräusserung,Namenaktien,10000,1620000.00,
1137,19.02.2020,Credit Suisse Group AG,Erwerb,Namenaktien,149000,2023174.35,
1138,19.02.2020,Credit Suisse Group AG,Erwerb,Namenaktien,74000,999834.01,
1139,19.02.2020,Mobimo Holding AG,Veräusserung,Namenaktien,127,40118.50,
1140,19.02.2020,Roche Holding AG,Veräusserung,Inhaberaktien,2000,689800.00,
1141,19.02.2020,Roche Holding AG,Erwerb,Andere Titel,4984,1747141.20,
1142,19.02.2020,Vontobel Holding AG,Veräusserung,Namenaktien,5000,369050.00,
1143,19.02.2020,nebag ag,Veräusserung,Namenaktien,164,1672.80,
1146,18.02.2020,Mobimo Holding AG,Veräusserung,Namenaktien,273,85931.50,
1147,18.02.2020,Roche Holding AG,Veräusserung,Inhaberaktien,4000,1357300.00,
1148,18.02.2020,Roche Holding AG,Veräusserung,Andere Titel,1200,413450.00,
1149,18.02.2020,Roche Holding AG,Erwerb,Andere Titel,2418,836628.00,
1150,18.02.2020,Zurich Insurance Group AG,Veräusserung,Namenaktien,2000,874200.00,
1151,17.02.2020,Credit Suisse Group AG,Veräusserung,Namenaktien,104226,1407245.45,
1152,17.02.2020,Leonteq AG,Erwerb,Namenaktien,700,32270.00,
1153,17.02.2020,Schindler Holding AG,Veräusserung,Namenaktien,93586,21056850.00,
1154,17.02.2020,Schindler Holding AG,Veräusserung,Namenaktien,91606,20611350.00,
1155,17.02.2020,Schindler Holding AG,Veräusserung,Namenaktien,74666,16799850.00,
1156,17.02.2020,Schindler Holding AG,Veräusserung,Namenaktien,31009,6977025.00,
1157,17.02.2020,Schindler Holding AG,Veräusserung,Namenaktien,19226,4325850.00,
1158,17.02.2020,Schindler Holding AG,Veräusserung,Namenaktien,5000,1149358.40,
1159,17.02.2020,Schindler Holding AG,Erwerb,Namenaktien,91606,20611350.00,
1160,17.02.2020,Schindler Holding AG,Erwerb,Namenaktien,74666,16799850.00,
1161,17.02.2020,Swissquote Group Holding Ltd,Veräusserung,Namenaktien,1385,40206.55,
1162,17.02.2020,Temenos AG,Erwerb,Namenaktien,538677,90821085.00,
1163,17.02.2020,Temenos AG,Erwerb,Namenaktien,115432,19461864.00,
1164,17.02.2020,Vontobel Holding AG,Veräusserung,Namenaktien,50000,3600000.00,
1165,14.02.2020,AEVIS VICTORIA SA,Veräusserung,Namenaktien,30000,402000.00,
1168,14.02.2020,BFW Liegenschaften AG,Veräusserung,Namenaktien,23811,1053636.75,
1169,14.02.2020,BFW Liegenschaften AG,Erwerb,Namenaktien,1293370,57231622.50,
1170,14.02.2020,Barry Callebaut AG,Veräusserung,Namenaktien,600,1314000.00,
1171,14.02.2020,Barry Callebaut AG,Veräusserung,Namenaktien,350,770000.00,
1172,14.02.2020,Julius Bär Gruppe AG,Veräusserung,Namenaktien,20315,1017053.44,
1173,14.02.2020,Leonteq AG,Erwerb,Namenaktien,5000,204814.50,
1174,14.02.2020,Leonteq AG,Erwerb,Namenaktien,1000,43600.00,
1175,14.02.2020,PIERER Mobility AG,Erwerb,Inhaberaktien,5000,257615.025,
1176,14.02.2020,Swissquote Group Holding Ltd,Veräusserung,Namenaktien,974,34539.64,
1177,14.02.2020,Temenos AG,Veräusserung,Namenaktien,104953,17458932.00,
1178,13.02.2020,Barry Callebaut AG,Veräusserung,Namenaktien,150,325500.00,
1179,13.02.2020,Compagnie Financière Richemont SA,Veräusserung,Andere Titel,89015,665142.33,
1180,13.02.2020,Leonteq AG,Veräusserung,Namenaktien,10000,390000.00,
1181,13.02.2020,Leonteq AG,Erwerb,Namenaktien,5000,202137.50,
1182,13.02.2020,Perrot Duval Holding SA,Erwerb,Inhaberaktien,20,3000.00,
1183,13.02.2020,Roche Holding AG,Veräusserung,Inhaberaktien,3500,1180300.00,
1184,13.02.2020,Roche Holding AG,Veräusserung,Andere Titel,2000,682880.00,
1185,13.02.2020,Roche Holding AG,Erwerb,Andere Titel,2318,790438.00,
1186,13.02.2020,Roche Holding AG,Erwerb,Inhaberaktien,500,168065.00,
1187,13.02.2020,Temenos AG,Veräusserung,Namenaktien,125000,20603938.00,
1190,13.02.2020,Vontobel Holding AG,Veräusserung,Namenaktien,2000,145737.95,
1191,12.02.2020,Bâloise Holding AG,Erwerb,Namenaktien,1272,201499.00,
1192,12.02.2020,Bâloise Holding AG,Erwerb,Namenaktien,1149,179895.00,
1193,12.02.2020,Bâloise Holding AG,Erwerb,Namenaktien,835,130679.00,
1194,12.02.2020,Bâloise Holding AG,Erwerb,Namenaktien,284,44562.00,
1195,12.02.2020,Chocoladefabriken Lindt & Sprüngli AG,Veräusserung,Andere Titel,224,1840470.00,
1196,12.02.2020,Chocoladefabriken Lindt & Sprüngli AG,Erwerb,Andere Titel,130,1073435.00,
1197,12.02.2020,Julius Bär Gruppe AG,Veräusserung,Namenaktien,38000,1921448.72,
1198,12.02.2020,Nestlé AG,Erwerb,Namenaktien,19486,2106046.90,
1199,12.02.2020,Nestlé AG,Erwerb,Namenaktien,10481,1132786.50,
1200,12.02.2020,Nestlé AG,Erwerb,Namenaktien,9987,1079395.00,
1201,12.02.2020,Nestlé AG,Erwerb,Namenaktien,9497,1026435.80,
1202,12.02.2020,Nestlé AG,Erwerb,Namenaktien,7203,778500.20,
1203,12.02.2020,Nestlé AG,Erwerb,Namenaktien,3596,388655.70,
1204,12.02.2020,Novartis AG,Veräusserung,Namenaktien,11345,1.00,
1205,12.02.2020,Swissquote Group Holding Ltd,Veräusserung,Namenaktien,787,22020.26,
1206,12.02.2020,Vontobel Holding AG,Veräusserung,Namenaktien,3000,221754.70,
1207,11.02.2020,AEVIS VICTORIA SA,Erwerb,Namenaktien,1000,13650.00,
1208,11.02.2020,Alpine Select AG,Erwerb,Namenaktien,6207,88739.40,
1209,11.02.2020,Barry Callebaut AG,Veräusserung,Namenaktien,3713,7964385.00,
1212,11.02.2020,Chocoladefabriken Lindt & Sprüngli AG,Veräusserung,Andere Titel,276,2284605.00,
1213,11.02.2020,DKSH Holding AG,Erwerb,Namenaktien,4000,234521.13,
1214,11.02.2020,Julius Bär Gruppe AG,Veräusserung,Namenaktien,3000,146301.20,
1215,11.02.2020,PIERER Mobility AG,Veräusserung,Inhaberaktien,222519,11425378.80,
1216,11.02.2020,PIERER Mobility AG,Erwerb,Inhaberaktien,222519,11425378.80,
1217,10.02.2020,Alpine Select AG,Erwerb,Namenaktien,150,2130.00,
1218,10.02.2020,Roche Holding AG,Veräusserung,Andere Titel,9176,3100659.55,
1219,10.02.2020,Roche Holding AG,Veräusserung,Andere Titel,7938,2684750.00,
1220,10.02.2020,Roche Holding AG,Veräusserung,Andere Titel,5166,1747218.25,
1221,10.02.2020,Roche Holding AG,Veräusserung,Andere Titel,3855,1303818.50,
1222,10.02.2020,Roche Holding AG,Veräusserung,Andere Titel,1016,343527.15,
1223,10.02.2020,Roche Holding AG,Veräusserung,Andere Titel,1000,339000.00,
1224,10.02.2020,Roche Holding AG,Erwerb,Andere Titel,2213,747994.00,
1225,10.02.2020,Roche Holding AG,Erwerb,Andere Titel,1692,573165.00,
1226,07.02.2020,ABB Ltd,Veräusserung,Call Optionen,185940,167717.88,
1227,07.02.2020,ABB Ltd,Veräusserung,Call Optionen,212500,130262.50,
1228,07.02.2020,ABB Ltd,Veräusserung,Call Optionen,212500,127925.00,
1229,07.02.2020,Barry Callebaut AG,Veräusserung,Namenaktien,300,648000.00,
1230,07.02.2020,Barry Callebaut AG,Veräusserung,Namenaktien,202,435834.00,
1231,07.02.2020,Bergbahnen Engelberg-Trübsee-Titlis AG,Erwerb,Namenaktien,10,3250.00,
1234,07.02.2020,Dätwyler Holding AG,Veräusserung,Inhaberaktien,1500,255150.00,
1235,07.02.2020,Meier Tobler Group AG,Erwerb,Namenaktien,1,20500.00,
1236,06.02.2020,Alpine Select AG,Erwerb,Namenaktien,3000,42600.00,
1237,06.02.2020,Barry Callebaut AG,Veräusserung,Namenaktien,1083,2346491.00,
1238,06.02.2020,Bergbahnen Engelberg-Trübsee-Titlis AG,Erwerb,Namenaktien,10,3200.00,
1239,06.02.2020,LumX Group Limited,Erwerb,Namenaktien,223351,3820.32,
1240,06.02.2020,Luzerner Kantonalbank,Veräusserung,Namenaktien,100,42450.00,
1241,06.02.2020,PIERER Mobility AG,Erwerb,Inhaberaktien,10000,505323.20,
1242,06.02.2020,Swissquote Group Holding Ltd,Veräusserung,Namenaktien,786,27156.30,
1243,05.02.2020,Alpine Select AG,Erwerb,Namenaktien,1850,26420.00,
1244,05.02.2020,Barry Callebaut AG,Veräusserung,Namenaktien,300,646800.00,
1245,05.02.2020,Barry Callebaut AG,Veräusserung,Namenaktien,2,4320.00,
1246,05.02.2020,Bergbahnen Engelberg-Trübsee-Titlis AG,Erwerb,Namenaktien,60,19315.80,
1247,05.02.2020,Bergbahnen Engelberg-Trübsee-Titlis AG,Erwerb,Namenaktien,40,12760.00,
1248,05.02.2020,Cosmo Pharmaceuticals N.V.,Veräusserung,Namenaktien,2268,188513.00,
1249,05.02.2020,Logitech International S.A.,Veräusserung,Namenaktien,23988,879456.40,
1250,05.02.2020,Lonza Group AG,Veräusserung,Namenaktien,2000,810000.00,
1251,05.02.2020,LumX Group Limited,Erwerb,Namenaktien,26649,426.38,
1252,05.02.2020,Luzerner Kantonalbank,Erwerb,Namenaktien,50,20959.21,
1253,05.02.2020,Swissquote Group Holding Ltd,Veräusserung,Namenaktien,400,24060.00,
1256,04.02.2020,AEVIS VICTORIA SA,Erwerb,Namenaktien,1000,14500.00,
1257,04.02.2020,Alpine Select AG,Erwerb,Namenaktien,500,7150.00,
1258,04.02.2020,Berner Kantonalbank,Veräusserung,Namenaktien,819,188462.75,
1259,04.02.2020,Cosmo Pharmaceuticals N.V.,Veräusserung,Namenaktien,2234,186327.00,
1260,04.02.2020,Julius Bär Gruppe AG,Veräusserung,Namenaktien,2000,92363.75,
1261,04.02.2020,Logitech International S.A.,Veräusserung,Namenaktien,26727,970642.50,
1262,04.02.2020,SGS SA,Erwerb,Namenaktien,100,255967.00,
1263,04.02.2020,SGS SA,Erwerb,Namenaktien,60,155000.00,
1264,04.02.2020,SGS SA,Erwerb,Namenaktien,50,130410.00,
1265,04.02.2020,SGS SA,Erwerb,Namenaktien,19,48973.00,
1266,04.02.2020,nebag ag,Veräusserung,Namenaktien,3721,37954.20,
1267,03.02.2020,AEVIS VICTORIA SA,Erwerb,Namenaktien,1500,21357.50,
1268,03.02.2020,Berner Kantonalbank,Veräusserung,Namenaktien,1067,245780.75,
1269,03.02.2020,Givaudan SA,Veräusserung,Namenaktien,175,555625.00,
1270,03.02.2020,Julius Bär Gruppe AG,Erwerb,Namenaktien,2000,91706.37,
1271,03.02.2020,Logitech International S.A.,Veräusserung,Namenaktien,35206,1256056.18,
1272,03.02.2020,Lonza Group AG,Veräusserung,Namenaktien,5996,2373348.70,
1273,03.02.2020,SGS SA,Veräusserung,Namenaktien,730005,1776794262.00,
1274,03.02.2020,SGS SA,Erwerb,Namenaktien,56197,153249219.00,
1275,03.02.2020,nebag ag,Veräusserung,Namenaktien,52,530.40,
1278,31.01.2020,Berner Kantonalbank,Veräusserung,Namenaktien,614,141443.50,
1279,31.01.2020,Logitech International S.A.,Erwerb,Namenaktien,610,20560.90,
1280,31.01.2020,Lonza Group AG,Veräusserung,Namenaktien,3000,1200000.00,
1281,31.01.2020,SGS SA,Veräusserung,Namenaktien,24,67440.00,
1282,30.01.2020,AEVIS VICTORIA SA,Veräusserung,Namenaktien,40000,540000.00,
1283,30.01.2020,Barry Callebaut AG,Veräusserung,Namenaktien,500,1065700.00,
1284,30.01.2020,VAT Group AG,Veräusserung,Namenaktien,400,58411.85,
1285,29.01.2020,Private Equity Holding AG,Erwerb,Namenaktien,100,5700.00,
1286,29.01.2020,SGS SA,Veräusserung,Namenaktien,73,207320.00,
1287,29.01.2020,VAT Group AG,Erwerb,Namenaktien,400,60649.85,
1288,28.01.2020,Barry Callebaut AG,Veräusserung,Namenaktien,4007,8655606.00,
1289,28.01.2020,Novartis AG,Erwerb,Namenaktien,69857,6434570.43,
1290,28.01.2020,Novartis AG,Erwerb,Namenaktien,3295,306072.55,
1291,28.01.2020,Novartis AG,Erwerb,Namenaktien,1705,158377.45,
1292,28.01.2020,Novartis AG,Erwerb,Namenaktien,1099,102086.11,
1293,28.01.2020,SGS SA,Veräusserung,Call Optionen,20000,206774.00,
1294,28.01.2020,nebag ag,Veräusserung,Namenaktien,1545,15759.00,
1295,27.01.2020,AEVIS VICTORIA SA,Erwerb,Namenaktien,500,7065.00,
1296,27.01.2020,AEVIS VICTORIA SA,Erwerb,Namenaktien,500,6975.00,
1297,27.01.2020,Barry Callebaut AG,Veräusserung,Namenaktien,1729,3744154.00,
1300,24.01.2020,AEVIS VICTORIA SA,Erwerb,Namenaktien,1000,14500.00,
1301,24.01.2020,Barry Callebaut AG,Veräusserung,Namenaktien,1564,3418386.00,
1302,24.01.2020,Ypsomed Holding AG,Veräusserung,Namenaktien,44,6265.60,
1303,23.01.2020,Airesis SA,Erwerb,Namenaktien,10000,10827.15,
1304,23.01.2020,Barry Callebaut AG,Veräusserung,Namenaktien,2700,5920024.00,
1305,23.01.2020,Barry Callebaut AG,Veräusserung,Namenaktien,150,324300.00,
1306,23.01.2020,Private Equity Holding AG,Erwerb,Namenaktien,50,2950.00,
1307,23.01.2020,Ypsomed Holding AG,Veräusserung,Namenaktien,3916,558610.80,
1308,22.01.2020,AEVIS VICTORIA SA,Erwerb,Namenaktien,500,7070.00,
1309,22.01.2020,Kühne + Nagel International AG,Veräusserung,Namenaktien,12500,2095250.00,
1310,22.01.2020,Logitech International S.A.,Veräusserung,Namenaktien,13844,648920.33,
1311,22.01.2020,Swissquote Group Holding Ltd,Veräusserung,Namenaktien,200,12000.00,
1312,22.01.2020,Ypsomed Holding AG,Veräusserung,Namenaktien,6040,866192.80,
1313,21.01.2020,Cosmo Pharmaceuticals N.V.,Veräusserung,Namenaktien,2931,244587.05,
1314,21.01.2020,PIERER Mobility AG,Erwerb,Inhaberaktien,16000,866441.45,
1315,20.01.2020,Geberit AG,Erwerb,Namenaktien,22536,5210323.20,
1316,20.01.2020,Highlight Event and Entertainment AG,Erwerb,Inhaberaktien,40000,1040000.00,
1317,20.01.2020,Private Equity Holding AG,Erwerb,Namenaktien,100,5881.50,
1318,20.01.2020,Swissquote Group Holding Ltd,Veräusserung,Namenaktien,2000,117000.00,
1319,20.01.2020,Swissquote Group Holding Ltd,Veräusserung,Namenaktien,996,29237.59,
1322,17.01.2020,AEVIS VICTORIA SA,Erwerb,Namenaktien,5000,67250.00,
1323,17.01.2020,Chocoladefabriken Lindt & Sprüngli AG,Veräusserung,Andere Titel,200,1600550.00,
1324,17.01.2020,Chocoladefabriken Lindt & Sprüngli AG,Veräusserung,Andere Titel,25,200000.00,
1325,17.01.2020,Swissquote Group Holding Ltd,Veräusserung,Namenaktien,4000,232400.00,
1326,17.01.2020,Swissquote Group Holding Ltd,Veräusserung,Namenaktien,1574,50443.48,
1327,16.01.2020,Alpine Select AG,Erwerb,Namenaktien,2858,40869.40,
1328,16.01.2020,Groupe Minoteries SA,Veräusserung,Namenaktien,73,24782.00,
1329,16.01.2020,Swissquote Group Holding Ltd,Veräusserung,Namenaktien,2000,114200.00,
1330,16.01.2020,WISeKey International Holding AG,Erwerb,Namenaktien,693184,34659.20,
1331,16.01.2020,Zuger Kantonalbank AG,Erwerb,Namenaktien,36,166775.40,
1332,16.01.2020,Zuger Kantonalbank AG,Erwerb,Namenaktien,19,88020.35,
1333,16.01.2020,Zuger Kantonalbank AG,Erwerb,Namenaktien,17,78755.05,
1334,16.01.2020,Zuger Kantonalbank AG,Erwerb,Namenaktien,17,78755.05,
1335,16.01.2020,Zuger Kantonalbank AG,Erwerb,Namenaktien,16,74122.40,
1336,15.01.2020,Chocoladefabriken Lindt & Sprüngli AG,Veräusserung,Andere Titel,34,273700.00,
1337,15.01.2020,Chocoladefabriken Lindt & Sprüngli AG,Veräusserung,Andere Titel,20,160600.00,
1338,15.01.2020,Private Equity Holding AG,Erwerb,Namenaktien,100,5875.50,
1339,15.01.2020,nebag ag,Veräusserung,Namenaktien,18791,191668.20,
1340,14.01.2020,WISeKey International Holding AG,Veräusserung,Namenaktien,10000,20800.00,
1341,13.01.2020,Alpine Select AG,Erwerb,Namenaktien,4250,60075.00,
1344,13.01.2020,nebag ag,Erwerb,Namenaktien,5788,58556.62,
1345,10.01.2020,Alpine Select AG,Erwerb,Namenaktien,2000,28400.00,
1346,09.01.2020,Alpine Select AG,Erwerb,Namenaktien,2000,28400.00,
1347,09.01.2020,nebag ag,Erwerb,Namenaktien,4100,41410.00,
1348,08.01.2020,Alpine Select AG,Erwerb,Namenaktien,5959,84412.40,
1349,08.01.2020,Ypsomed Holding AG,Veräusserung,Namenaktien,25000,3425000.00,
1350,07.01.2020,Alpine Select AG,Erwerb,Namenaktien,1000,14200.00,
1351,07.01.2020,nebag ag,Erwerb,Namenaktien,3601,36370.10,
1352,06.01.2020,Alpine Select AG,Erwerb,Namenaktien,95,1349.00,
1353,06.01.2020,Logitech International S.A.,Veräusserung,Namenaktien,28758,1085963.10,
1354,06.01.2020,Private Equity Holding AG,Erwerb,Namenaktien,100,5800.00,
1355,06.01.2020,Vifor Pharma AG,Veräusserung,Namenaktien,200,35000.00,
1356,06.01.2020,Ypsomed Holding AG,Erwerb,Namenaktien,2257,296791.70,
1357,03.01.2020,Groupe Minoteries SA,Veräusserung,Namenaktien,27,9720.00,
1358,03.01.2020,Logitech International S.A.,Veräusserung,Namenaktien,36370,1386819.32,
1359,03.01.2020,Rapid Nutrition PLC,Erwerb,Namenaktien,100000,17000.00,
1360,03.01.2020,Schaffner Holding AG,Erwerb,Namenaktien,375,82500.00,
1361,03.01.2020,Schaffner Holding AG,Erwerb,Namenaktien,225,49500.00,
1362,03.01.2020,Schaffner Holding AG,Erwerb,Namenaktien,125,27500.00,
1363,03.01.2020,Schaffner Holding AG,Erwerb,Namenaktien,125,27500.00,
1366,03.01.2020,Schaffner Holding AG,Erwerb,Namenaktien,115,25300.00,
1367,03.01.2020,Schaffner Holding AG,Erwerb,Namenaktien,110,24200.00,
1368,03.01.2020,Schaffner Holding AG,Erwerb,Namenaktien,100,22000.00,
1369,03.01.2020,Schaffner Holding AG,Erwerb,Namenaktien,100,22000.00,
1370,03.01.2020,Schaffner Holding AG,Erwerb,Namenaktien,100,22000.00,
1371,03.01.2020,Schaffner Holding AG,Erwerb,Namenaktien,100,22000.00,
1372,03.01.2020,Schaffner Holding AG,Erwerb,Namenaktien,91,20020.00,
1373,03.01.2020,WISeKey International Holding AG,Erwerb,Namenaktien,112000,5600.00,
1374,03.01.2020,Ypsomed Holding AG,Erwerb,Namenaktien,1304,171473.20,
